municipality_lower,iata_code,name
sorong-papua island,SOQ,Dominique Edward Osok Airport
sodankyla,SOT,Sodankyla Airport
southampton,SOU,Southampton Airport
solenzara,SOZ,Solenzara (BA 126) Air Base
sta cruz de la palma, la palma island,SPC,La Palma Airport
saidpur,SPD,Saidpur Airport
springfield,SPI,Abraham Lincoln Capital Airport
trier,SPM,Spangdahlem Air Base
saipan island,SPN,Saipan International Airport
menongue,SPP,Menongue Airport
san pedro,SPR,San Pedro Airport
wichita falls,SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport
split,SPU,Split Airport
giza,SPX,Sphinx International Airport
shangrao,SQD,Shangrao Sanqingshan Airport
sintang-borneo island,SQG,Sintang(Susilo) Airport
sanming,SQJ,Shaxian Airport
ã…â iauliai,SQQ,Ã…Â iauliai International Airport
skive,SQW,Skive Airport
scampton,SQZ,RAF Scampton
yamparaez,SRE,AlcantarÃƒÂ­ Airport
leirvik,SRP,Stord Airport
sarasota/bradenton,SRQ,Sarasota Bradenton International Airport
soroti,SRT,Soroti Airport
sirt,SRX,Gardabya Airport
sari,SRY,Dasht-e Naz Airport
santa cruz,SRZ,El Trompillo Airport
salvador,SSA,Deputado Luiz Eduardo MagalhÃƒÂ£es International Airport
sumter,SSC,Shaw Air Force Base
solapur,SSE,Solapur Airport
san antonio,SSF,Stinson Municipal Airport
malabo,SSG,Malabo Airport
sharm el-sheikh,SSH,Sharm El Sheikh International Airport
st simons island,SSI,St Simons Island Airport
alstahaug,SSJ,SandnessjÃƒÂ¸en Airport (Stokka)
simgok-dong,SSN,Seoul Air Base (K-16)
santa teresita,SST,Santa Teresita Airport
mbanza congo,SSY,Mbanza Congo Airport
guarujãƒâ¡,SSZ,Base AÃƒÂ©rea de Santos Airport
skjern / ringkãƒâ¸bing,STA,Stauning Airport
st cloud,STC,St Cloud Regional Airport
santo domingo,STD,Mayor Buenaventura Vivas International Airport
st george,STG,St George Airport
santiago,STI,Cibao International Airport
st joseph,STJ,Rosecrans Memorial Airport
st louis,STL,St Louis Lambert International Airport
santarãƒâ©m,STM,Maestro Wilson Fonseca Airport
london,STN,London Stansted Airport
st paul,STP,St Paul Downtown Holman Field
stuttgart,STR,Stuttgart Airport
santa rosa,STS,Charles M. Schulz Sonoma County Airport
charlotte amalie, harry s. truman airport,STT,Cyril E. King Airport
stavropol,STW,Stavropol Shpakovskoye Airport
christiansted,STX,Henry E Rohlsen Airport
salto,STY,Nueva Hesperides International Airport
surabaya,SUB,Juanda International Airport
lamezia terme (cz),SUF,Lamezia Terme Airport
surigao city,SUG,Surigao Airport
sukhumi,SUI,Sukhumi Dranda Airport
satu mare,SUJ,Satu Mare Airport
sui,SUL,Sui Airport
hailey,SUN,Friedman Memorial Airport
st louis,SUS,Spirit of St Louis Airport
fairfield,SUU,Travis Air Force Base
nausori,SUV,Nausori International Airport
sioux city,SUX,Sioux Gateway Airport/Brigadier General Bud Day Field
savoonga,SVA,Savoonga Airport
kingstown,SVD,Argyle International Airport
stavanger,SVG,Stavanger Airport Sola
san vicente del caguãƒâ¡n,SVI,Eduardo Falla Solano Airport
svolvãƒâ¦r,SVJ,SvolvÃƒÂ¦r Helle Airport
savonlinna,SVL,Savonlinna Airport
savannah,SVN,Hunter Army Air Field
moscow,SVO,Sheremetyevo International Airport
kuito,SVP,Kuito Airport
sevilla,SVQ,Sevilla Airport
sparrevohn,SVW,Sparrevohn LRRS Airport
yekaterinburg,SVX,Koltsovo Airport
shantou,SWA,Jieyang Chaoshan International Airport
seward,SWD,Seward Airport
newburgh,SWF,New York Stewart International Airport
stillwater,SWO,Stillwater Regional Airport
swansea,SWS,Swansea Airport
strezhevoy,SWT,Strezhevoy Airport
strasbourg,SXB,Strasbourg Airport
sale,SXE,West Sale Airport
berlin,SXF,Berlin-SchÃƒÂ¶nefeld Airport
shanshan,SXJ,Shanshan Airport
sligo,SXL,Sligo Airport
saint martin,SXM,Princess Juliana International Airport
sowa,SXN,Sua Pan Airport
soldotna,SXQ,Soldotna Airport
srinagar,SXR,Sheikh ul Alam Airport
salem,SXV,Salem Airport
siirt,SXZ,Siirt Airport
shemya,SYA,Eareckson Air Station
sydney,SYD,Sydney Kingsford Smith International Airport
shonai,SYO,Shonai Airport
santiago,SYP,Ruben Cantu Airport
san jose,SYQ,Tobias Bolanos International Airport
syracuse,SYR,Syracuse Hancock International Airport
saskylakh,SYS,Saskylakh Airport
saint-yan,SYT,Saint-Yan Airport
sehwan sharif,SYW,Sehwan Sharif Airport
sanya,SYX,Sanya Phoenix International Airport
stornoway,SYY,Stornoway Airport
shiraz,SYZ,Shiraz Shahid Dastghaib International Airport
soyo,SZA,Soyo Airport
subang,SZB,Sultan Abdul Aziz Shah International Airport
salzburg,SZG,Salzburg Airport
isla de la juventud,SZJ,Siguanea Airport
skukuza,SZK,Skukuza Airport
knob noster,SZL,Whiteman Air Force Base
suzhou,SZV,Suzhou Guangfu Airport
shenzhen,SZX,Shenzhen Bao'an International Airport
olsztyn,SZY,Olsztyn-Mazury Airport
goleniow,SZZ,Szczecin-GoleniÃƒÂ³w "SolidarnoÃ…Â›Ã„Â‡" Airport
scarborough,TAB,Tobago-Crown Point Airport
tacloban city,TAC,Daniel Z. Romualdez Airport
daegu,TAE,Daegu Airport
tagbilaran city,TAG,Tagbilaran Airport
ta'izz,TAI,Ta'izz International Airport
takamatsu,TAK,Takamatsu Airport
tampico,TAM,General Francisco Javier Mina International Airport
qingdao,TAO,Liuting Airport
tapachula,TAP,Tapachula International Airport
grottaglie,TAR,Taranto-Grottaglie "Marcello Arlotta" Airport
tashkent,TAS,Tashkent International Airport
poprad,TAT,Poprad-Tatry Airport
tartu,TAY,Tartu Airport
daã…âÿoguz,TAZ,DaÃ…ÂŸoguz Airport
tuy hoa,TBB,Dong Tac Airport
tablas island,TBH,Tugdan Airport
cat island,TBI,New Bight Airport
tabarka,TBJ,Tabarka 7 Novembre Airport
fort leonard wood,TBN,Waynesville-St. Robert Regional Forney field
tumbes,TBP,Capitan FAP Pedro Canga Rodriguez Airport
tbilisi,TBS,Tbilisi International Airport
tabatinga,TBT,Tabatinga Airport
nuku'alofa,TBU,Fua'amotu International Airport
tambov,TBW,Donskoye Airport
tabriz,TBZ,Tabriz International Airport
tennant creek,TCA,Tennant Creek Airport
treasure cay,TCB,Treasure Cay Airport
tucumcari,TCC,Tucumcari Municipal Airport
tulcea,TCE,Tulcea Airport
tuscaloosa,TCL,Tuscaloosa Regional Airport
tacoma,TCM,McChord Air Force Base
tumaco,TCO,La Florida Airport
taba,TCP,Taba International Airport
tacna,TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport
truth or consequences,TCS,Truth Or Consequences Municipal Airport
tabas,TCX,Tabas Airport
tengchong,TCZ,Tengchong Tuofeng Airport
trinidad,TDD,Teniente Av. Jorge Henrich Arauz Airport
taldy kurgan,TDK,Taldykorgan Airport
tandil,TDL,HÃƒÂ©roes De Malvinas Airport
tela,TEA,Tela Airport
teterboro,TEB,Teterboro Airport
telãƒâªmaco borba,TEC,TelÃƒÂªmaco Borba Airport
thisted,TED,Thisted Airport
tãƒâ©bessi,TEE,Cheikh Larbi TÃƒÂ©bessi Airport
ãƒâ‡orlu,TEQ,TekirdaÃ„ÂŸ ÃƒÂ‡orlu Airport
praia da vitãƒâ³ria,TER,Lajes Airport
tete,TET,Chingozi Airport
teruel,TEV,Teruel Airport
tefãƒâ©,TFF,TefÃƒÂ© Airport
tenerife island,TFN,Tenerife Norte Airport
tenerife island,TFS,Tenerife South Airport
podgorica,TGD,Podgorica Airport
kuala terengganu,TGG,Sultan Mahmud Airport
tiga,TGJ,Tiga Airport
taganrog,TGK,Taganrog Yuzhny Airport
tãƒâ¢rgu mureã…âÿ,TGM,Transilvania TÃƒÂ¢rgu MureÃ…ÂŸ International Airport
morwell,TGN,Latrobe Valley Airport
tongliao,TGO,Tongliao Airport
bor,TGP,Podkamennaya Tunguska Airport
touggourt,TGR,Touggourt Sidi Madhi Airport
tanga,TGT,Tanga Airport
tegucigalpa,TGU,ToncontÃƒÂ­n International Airport
tuxtla gutiãƒâ©rrez,TGZ,Angel Albino Corzo International Airport
teresina,THE,Senador PetrÃƒÂ´nio Portela Airport
biloela,THG,Thangool Airport
tachileik,THL,Tachileik Airport
trollhãƒâ¤ttan,THN,TrollhÃƒÂ¤ttan-VÃƒÂ¤nersborg Airport
tianshui,THQ,Tianshui Maijishan Airport
tehran,THR,Mehrabad International Airport
thule,THU,Thule Air Base
tahoua,THZ,Tahoua Airport
tirana,TIA,Tirana International Airport Mother Teresa
tiaret,TID,Bou Chekif Airport
taã¢â€â™if,TIF,TaÃ¢Â€Â™if Regional Airport
tijuana,TIJ,General Abelardo L. RodrÃƒÂ­guez International Airport
oklahoma city,TIK,Tinker Air Force Base
timika-papua island,TIM,Moses Kilangin Airport
tindouf,TIN,Tindouf Airport
tripoli,TIP,Tripoli International Airport
tinian island,TIQ,Tinian International Airport
tivat,TIV,Tivat Airport
tacoma,TIW,Tacoma Narrows Airport
titusville,TIX,Space Coast Regional Airport
tarija,TJA,Capitan Oriel Lea Plaza Airport
tanta-tabalong-borneo island,TJG,Warukin Airport
toyooka,TJH,Konotori Tajima Airport
trujillo,TJI,Trujillo Airport
tokat,TJK,Tokat Airport
tyumen,TJM,Roshchino International Airport
kulyab,TJU,Kulob Airport
talkeetna,TKA,Talkeetna Airport
tiko,TKC,Tiko Airport
sekondi-takoradi,TKD,Takoradi Airport
truckee,TKF,Truckee Tahoe Airport
bandar lampung-sumatra island,TKG,Radin Inten II (Branti) Airport
weno island,TKK,Chuuk International Airport
tokunoshima,TKN,Tokunoshima Airport
tokushima,TKS,Tokushima Airport/JMSDF Air Base
turku,TKU,Turku Airport
toluca,TLC,Licenciado Adolfo Lopez Mateos International Airport
tallahassee,TLH,Tallahassee Regional Airport
takotna,TLJ,Tatalina LRRS Airport
tallinn,TLL,Lennart Meri Tallinn Airport
tlemcen,TLM,Zenata Ã¢Â€Â“ Messali El Hadj Airport
toulon/hyãƒâ¨res/le palyvestre,TLN,Toulon-HyÃƒÂ¨res Airport
turpan,TLQ,Turpan Jiaohe Airport
toulouse/blagnac,TLS,Toulouse-Blagnac Airport
tel aviv,TLV,Ben Gurion International Airport
talca,TLX,Panguilemo Airport
miami,TMB,Miami Executive Airport
tame,TME,Gustavo Vargas Airport
termez,TMJ,Termez Airport
tamale,TML,Tamale Airport
tampere / pirkkala,TMP,Tampere-Pirkkala Airport
tamanrasset,TMR,Aguenar Ã¢Â€Â“ Hadj Bey Akhamok Airport
sãƒâ£o tomãƒâ©,TMS,SÃƒÂ£o TomÃƒÂ© International Airport
oriximinãƒâ¡,TMT,Trombetas Airport
tamworth,TMW,Tamworth Airport
timimoun,TMX,Timimoun Airport
jinan,TNA,Yaoqiang Airport
trinidad,TND,Alberto Delgado Airport
tanegashima,TNE,New Tanegashima Airport
toussus-le-noble,TNF,Toussus-le-Noble Airport
tangier,TNG,Ibn Batouta Airport
tonghua,TNH,Tonghua Sanyuanpu Airport
tainan city,TNN,Tainan Airport
antananarivo,TNR,Ivato Airport
tena,TNW,Jumandy Airport
stung treng,TNX,Stung Treng Airport
pulau tioman,TOD,Pulau Tioman Airport
tozeur,TOE,Tozeur Nefta International Airport
tomsk,TOF,Bogashevo Airport
togiak village,TOG,Togiak Airport
troy,TOI,Troy Municipal Airport at N Kenneth Campbell Field
madrid,TOJ,TorrejÃƒÂ³n Airport
toledo,TOL,Toledo Express Airport
timbuktu,TOM,Timbuktu Airport
coto brus,TOO,San Vito De Java Airport
topeka,TOP,Philip Billard Municipal Airport
tocopilla,TOQ,Barriles Airport
tromsãƒâ¸,TOS,TromsÃƒÂ¸ Airport
touho,TOU,Touho Airport
toyama,TOY,Toyama Airport
tampa,TPA,Tampa International Airport
tarapoa,TPC,Tarapoa Airport
taipei,TPE,Taiwan Taoyuan International Airport
tonopah,TPH,Tonopah Airport
taplejung,TPJ,Taplejung Airport
temple,TPL,Draughon Miller Central Texas Regional Airport
tarapoto,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport
tepic,TPQ,Amado Nervo National Airport
trapani (tp),TPS,Vincenzo Florio Airport Trapani-Birgi
al habbaniyah,TQD,Al Taqaddum Air Base
tres esquinas,TQS,Tres Esquinas Air Base
tarama,TRA,Tarama Airport
torreãƒâ³n,TRC,Francisco Sarabia International Airport
trondheim,TRD,Trondheim Airport VÃƒÂ¦rnes
balemartine,TRE,Tiree Airport
torp,TRF,Sandefjord Airport, Torp
tauranga,TRG,Tauranga Airport
bristol/johnson/kingsport,TRI,Tri-Cities Regional TN/VA Airport
tarakan island,TRK,Juwata Airport
palm springs,TRM,Jacqueline Cochran Regional Airport
torino,TRN,Turin Airport
taree,TRO,Taree Airport
tarauacãƒâ¡,TRQ,TarauacÃƒÂ¡ Airport
trincomalee,TRR,China Bay Airport
trieste,TRS,TriesteÃ¢Â€Â“Friuli Venezia Giulia Airport
trujillo,TRU,Capitan FAP Carlos Martinez De Pinillos International Airport
thiruvananthapuram,TRV,Trivandrum International Airport
tarawa,TRW,Bonriki International Airport
tiruchirappally,TRZ,Tiruchirapally Civil Airport Airport
taipei city,TSA,Taipei Songshan Airport
tsumeb,TSB,Tsumeb Airport
astana,TSE,Astana International Airport
treviso,TSF,Treviso-Sant'Angelo Airport
tsushima,TSJ,Tsushima Airport
tianjin,TSN,Tianjin Binhai International Airport
timiã…âÿoara,TSR,TimiÃ…ÂŸoara Traian Vuia Airport
townsville,TSV,Townsville Airport
tan tan,TTA,Tan Tan Airport
arbatax,TTB,TortolÃƒÂ¬ Airport
taltal,TTC,Las Breas Airport
portland,TTD,Portland Troutdale Airport
sango-ternate island,TTE,Sultan Babullah Airport
tartagal,TTG,General Enrique Mosconi Airport
thumrait,TTH,Thumrait Air Base
tottori,TTJ,Tottori Sand Dunes Conan Airport
trenton,TTN,Trenton Mercer Airport
roxana,TTQ,Aerotortuguero Airport
taitung city,TTT,Taitung Airport
tãƒâ©touan,TTU,Saniat R'mel Airport
tulcãƒâ¡n,TUA,Teniente Coronel Luis a Mantilla Airport
san miguel de tucumãƒâ¡n,TUC,Teniente Benjamin Matienzo Airport
tambacounda,TUD,Tambacounda Airport
tours/val de loire (loire valley),TUF,Tours-Val-de-Loire Airport
tuguegarao city,TUG,Tuguegarao Airport
turaif,TUI,Turaif Domestic Airport
turbat,TUK,Turbat International Airport
tulsa,TUL,Tulsa International Airport
tunis,TUN,Tunis Carthage International Airport
taupo,TUO,Taupo Airport
tupelo,TUP,Tupelo Regional Airport
tucuruãƒâ­,TUR,TucuruÃƒÂ­ Airport
tucson,TUS,Tucson International Airport / Morris Air National Guard Base
tabuk,TUU,Tabuk Airport
tucupita,TUV,Tucupita Airport
traverse city,TVC,Cherry Capital Airport
south lake tahoe,TVL,Lake Tahoe Airport
dawei,TVY,Dawei Airport
twin falls,TWF,Joslin Field Magic Valley Regional Airport
tawau,TWU,Tawau Airport
twitzel,TWZ,Pukaki Airport
takengon,TXE,Rembele Airport
texarkana,TXK,Texarkana Regional Webb Field
berlin,TXL,Berlin-Tegel Airport
huangshan,TXN,Tunxi International Airport
talara,TYL,Capitan Montes Airport
taiyuan,TYN,Taiyuan Wusu Airport
tyler,TYR,Tyler Pounds Regional Airport
knoxville,TYS,McGhee Tyson Airport
belize city,TZA,Belize City Municipal Airport
tuzla,TZL,Tuzla International Airport
andros,TZN,Congo Town Airport
taszãƒâ¡r,TZR,TaszÃƒÂ¡r Air Base
trabzon,TZX,Trabzon International Airport
adana,UAB,Ã„Â°ncirlik Air Base
suai,UAI,Suai Airport
narsarsuaq,UAK,Narsarsuaq Airport
yigo, mariana island,UAM,Andersen Air Force Base
san juan,UAQ,Domingo Faustino Sarmiento Airport
bouarfa,UAR,Bouarfa Airport
uberaba,UBA,MÃƒÂ¡rio de Almeida Franco Airport
ube,UBJ,Yamaguchi Ube Airport
ulaanbaatar,UBN,Ulaanbaatar International Airport
ubon ratchathani,UBP,Ubon Ratchathani Airport
ulanqab,UCB,Ulanqab Jining Airport
ukhta,UCT,Ukhta Airport
uberlãƒâ¢ndia,UDI,Ten. Cel. Aviador CÃƒÂ©sar Bombonato Airport
uzhhorod,UDJ,Uzhhorod International Airport
udaipur,UDR,Maharana Pratap Airport
quelimane,UEL,Quelimane Airport
quetta,UET,Quetta International Airport
ufa,UFA,Ufa International Airport
bulgan,UGA,Bulgan Airport
urgench,UGC,Urgench Airport
uige,UGO,Uige Airport
sugapa-papua island,UGU,Bilogai-Sugapa Airport
uherskãƒâ© hradiã…â¡tã„â›,UHE,Kunovice Airport
quibdãƒâ³,UIB,El CaraÃƒÂ±o Airport
quy nohn,UIH,Phu Cat Airport
quincy,UIN,Quincy Regional Baldwin Field
quito,UIO,Mariscal Sucre International Airport
quimper/pluguffan,UIP,Quimper-Cornouaille Airport
kobe,UKB,Kobe Airport
ukiah,UKI,Ukiah Municipal Airport
ust kamenogorsk,UKK,Ust-Kamennogorsk Airport
sevastopol,UKS,Belbek Airport
ust-kut,UKX,Ust-Kut Airport
san julian,ULA,Capitan D Daniel Vazquez Airport
ulundi,ULD,Prince Mangosuthu Buthelezi Airport
al ula,ULH,Majeed Bin Abdulaziz Airport
lensk,ULK,Lensk Airport
ulan bator,ULN,Buyant-Ukhaa International Airport
tuluãƒâ¡,ULQ,Heriberto GÃƒÂ­l MartÃƒÂ­nez Airport
gulu,ULU,Gulu Airport
ulyanovsk,ULV,Ulyanovsk Baratayevka Airport
ulyanovsk,ULY,Ulyanovsk East Airport
umeãƒâ¥,UME,UmeÃƒÂ¥ Airport
union island,UNI,Union Island International Airport
oxford,UOX,University Oxford Airport
havana,UPB,Playa Baracoa Airport
ujung pandang-celebes island,UPG,Hasanuddin International Airport
upala,UPL,Upala Airport
hawi,UPP,Upolu Airport
uralsk,URA,Uralsk Airport
ãƒâœrãƒâ¼mqi,URC,ÃƒÂœrÃƒÂ¼mqi Diwopu International Airport
kuressaare,URE,Kuressaare Airport
uruguaiana,URG,Rubem Berta Airport
uray,URJ,Uray Airport
rouen/vallãƒâ©e de seine,URO,Rouen Airport
kursk,URS,Kursk East Airport
surat thani,URT,Surat Thani Airport
gurayat,URY,Gurayat Domestic Airport
ushuahia,USH,Malvinas Argentinas Airport
usinsk,USK,Usinsk Airport
na thon (ko samui island),USM,Samui Airport
ulsan,USN,Ulsan Airport
ust-nera,USR,Ust-Nera Airport
st augustine,UST,Northeast Florida Regional Airport
coron,USU,Francisco B. Reyes Airport
udon thani,UTH,Udon Thani Airport
utti / valkeala,UTI,Utti Air Base
upington,UTN,Pierre Van Ryneveld Airport
utopia creek,UTO,Indian Mountain LRRS Airport
rayong,UTP,U-Tapao International Airport
ust-tsylma,UTS,Ust-Tsylma Airport
mthatha,UTT,K. D. Matanzima Airport
queenstown,UTW,Queenstown Airport
bugulma,UUA,Bugulma Airport
ulan ude,UUD,Ulan-Ude Airport (Mukhino)
yuzhno-sakhalinsk,UUS,Yuzhno-Sakhalinsk Airport
ouvãƒâ©a,UVE,OuvÃƒÂ©a Airport
vieux fort,UVF,Hewanorra International Airport
curuzu cuatia,UZU,Curuzu Cuatia Airport
vaasa,VAA,Vaasa Airport
valdosta,VAD,Moody Air Force Base
valence/chabeuil,VAF,Valence-Chabeuil Airport
varginha,VAG,Major Brigadeiro Trompowsky Airport
vanimo,VAI,Vanimo Airport
maamigili,VAM,Villa Airport
van,VAN,Van Ferit Melen Airport
varna,VAR,Varna Airport
vava'u island,VAV,Vava'u International Airport
vardãƒâ¸,VAW,VardÃƒÂ¸ Airport, Svartnes
lompoc,VBG,Vandenberg Air Force Base
montichiari (bs),VBS,Brescia Airport
visby,VBY,Visby Airport
can tho,VCA,Can Tho International Airport
venice,VCE,Venice Marco Polo Airport
campinas,VCP,Viracopos International Airport
carora,VCR,Carora Airport
con dao,VCS,Co Ong Airport
victoria,VCT,Victoria Regional Airport
eilat,VDA,Ovda International Airport
el hierro island,VDE,Hierro Airport
dong hoi,VDH,Dong Hoi Airport
viedma / carmen de patagones,VDM,Gobernador Castello Airport
ha long,VDO,VÃƒÂ¢n Ã„ÂÃ¡Â»Â“n International Airport
villa dolores,VDR,Villa Dolores Airport
vadsãƒâ¸,VDS,VadsÃƒÂ¸ Airport
valdez,VDZ,Valdez Pioneer Field
vernal,VEL,Vernal Regional Airport
veracruz,VER,General Heriberto Jara International Airport
vestmannaeyjar,VEY,Vestmannaeyjar Airport
victoria falls,VFA,Victoria Falls International Airport
gannavaram,VGA,Vijayawada Airport
vologda,VGD,Vologda Airport
vigo,VGO,Vigo Airport
las vegas,VGT,North Las Vegas Airport
saurimo,VHC,Saurimo Airport
vichy/charmeil,VHY,Vichy-Charmeil Airport
vienna,VIE,Vienna International Airport
el vigãƒâ­a,VIG,Juan Pablo PÃƒÂ©rez Alfonso Airport
vinh,VII,Vinh Airport
dakhla,VIL,Dakhla Airport
durban,VIR,Virginia Airport
alava,VIT,Vitoria/Foronda Airport
vitãƒâ³ria,VIX,Eurico de Aguiar Salles Airport
villacoublay/vãƒâ©lizy,VIY,Villacoublay-VÃƒÂ©lizy (BA 107) Air Base
rach gia,VKG,Rach Gia Airport
moscow,VKO,Vnukovo International Airport
vorkuta,VKT,Vorkuta Airport
valencia,VLC,Valencia Airport
valdosta,VLD,Valdosta Regional Airport
villa gesell,VLG,Villa Gesell Airport
port vila,VLI,Bauerfield International Airport
valladolid,VLL,Valladolid Airport
villamontes,VLM,Teniente Coronel Rafael PabÃƒÂ³n Airport
valencia,VLN,Arturo Michelena International Airport
vallenar,VLR,Vallenar Airport
velikiye luki,VLU,Velikiye Luki Airport
valera,VLV,Dr. Antonio NicolÃƒÂ¡s BriceÃƒÂ±o Airport
angelsey,VLY,Anglesey Airport
villa mercedes,VME,Villa Reynolds Airport
baimuru,VMU,Baimuru Airport
vannes/meucon,VNE,Vannes-Meucon Airport
vilnius,VNO,Vilnius International Airport
varanasi,VNS,Lal Bahadur Shastri Airport
ventspils,VNT,Ventspils International Airport
vilanculo,VNX,Vilankulo Airport
van nuys,VNY,Van Nuys Airport
vodochody,VOD,Vodochody Airport
volgograd,VOG,Volgograd International Airport
camp douglas,VOK,Volk Field
nea anchialos,VOL,Nea Anchialos Airport
voronezh,VOZ,Voronezh International Airport
ngiva,VPE,Ngjiva Pereira Airport
valparaiso,VPS,Destin-Ft Walton Beach Airport
chimoio,VPY,Chimoio Airport
valparaiso,VPZ,Porter County Municipal Airport
varadero,VRA,Juan Gualberto Gomez International Airport
vero beach,VRB,Vero Beach Regional Airport
virac,VRC,Virac Airport
vredendal,VRE,Vredendal Airport
varkaus / joroinen,VRK,Varkaus Airport
vila real,VRL,Vila Real Airport
verona,VRN,Verona Villafranca Airport
varadero,VRO,Kawama Airport
vyrburg,VRU,Vryburg Airport
villahermosa,VSA,Carlos Rovirosa PÃƒÂ©rez International Airport
viseu,VSE,Aerodromo Goncalves Lobato (Viseu Airport)
luhansk,VSG,Luhansk International Airport
stockholm / vãƒâ¤sterãƒâ¥s,VST,Stockholm VÃƒÂ¤sterÃƒÂ¥s Airport
vitebsk,VTB,Vitebsk Vostochny Airport
vientiane,VTE,Wattay International Airport
beersheba,VTM,Nevatim Air Base
valentine,VTN,Miller Field
las tunas,VTU,Hermanos Ameijeiras Airport
valledupar,VUP,Alfonso LÃƒÂ³pez Pumarejo Airport
villavicencio,VVC,Vanguardia Airport
santa cruz,VVI,Viru Viru International Airport
vladivostok,VVO,Vladivostok International Airport
illizi,VVZ,Illizi Takhamalt Airport
lichinga,VXC,Lichinga Airport
sãƒâ£o pedro,VXE,SÃƒÂ£o Pedro Airport
vãƒâ¤xjãƒâ¶,VXO,VÃƒÂ¤xjÃƒÂ¶ Kronoberg Airport
vilyuisk,VYI,Vilyuisk Airport
wanganui,WAG,Wanganui Airport
antsohihy,WAI,Ambalabe Airport
waterford,WAT,Waterford Airport
warsaw,WAW,Warsaw Chopin Airport
jagel,WBG,Schleswig Air Base
chaiten,WCH,ChaitÃƒÂ©n Airport
windhoek,WDH,Hosea Kutako International Airport
shiyan,WDS,Shiyan Wudangshan Airport
weifang,WEF,Weifang Airport
weihai,WEH,Weihai Airport
weipa,WEI,Weipa Airport
wagga wagga,WGA,Wagga Wagga City Airport
shaoyang,WGN,Shaoyang Wugang Airport
wuhu,WHU,Wuhu Air Base
wick,WIC,Wick Airport
wiesbaden,WIE,Wiesbaden Army Airfield
nairobi,WIL,Nairobi Wilson Airport
wairoa,WIR,Wairoa Airport
lancaster,WJF,General WM J Fox Airfield
wajir,WJR,Wajir Airport
wonju,WJU,Wonju/Hoengseong Air Base (K-38/K-46)
pretoria,WKF,Waterkloof Air Force Base
wakkanai,WKJ,Wakkanai Airport
aleknagik,WKK,Aleknagik / New Airport
wellington,WLG,Wellington International Airport
selawik,WLK,Selawik Airport
wallis island,WLS,Hihifo Airport
winnemucca,WMC,Winnemucca Municipal Airport
mountain home,WMH,Ozark Regional Airport
warsaw,WMI,Modlin Airport
mananara nord,WMR,Mananara Nord Airport
zunyi,WMT,Zunyi Maotai Airport
wamena-papua island,WMX,Wamena Airport
wangi-wangi island,WNI,Matahora Airport
naga,WNP,Naga Airport
nawabashah,WNS,Shaheed Benazirabad Airport
wenzhou,WNZ,Wenzhou Longwan International Airport
bergen op zoom,WOE,Woensdrecht Air Base
wonsan,WOS,Wonsan Kalma International Airport
pincher creek,WPC,Pincher Creek Airport
porvenir,WPR,Capitan Fuentes Martinez Airport Airport
puerto williams,WPU,Guardiamarina ZaÃƒÂ±artu Airport
warner robins,WRB,Robins Air Force Base
wrangell,WRG,Wrangell Airport
wrightstown,WRI,Mc Guire Air Force Base
worland,WRL,Worland Municipal Airport
wrocã…â‚aw,WRO,Copernicus WrocÃ…Â‚aw Airport
warton,WRT,Warton Aerodrome
toowoomba,WTB,Toowoomba Wellcamp Airport
noatak,WTK,Noatak Airport
waddington,WTN,RAF Waddington
wuhan,WUH,Wuhan Tianhe International Airport
wuyishan,WUS,Nanping Wuyishan Airport
wau,WUU,Wau Airport
wuxi,WUX,Sunan Shuofang International Airport
walvis bay,WVB,Walvis Bay Airport
wasilla,WWA,Wasilla Airport
wildwood,WWD,Cape May County Airport
wewak,WWK,Wewak International Airport
woodward,WWR,West Woodward Airport
west wyalong,WWY,West Wyalong Airport
whyalla,WYA,Whyalla Airport
yengema,WYE,Yengema Airport
west yellowstone,WYS,Yellowstone Airport
xinyang,XAI,Xinyang Minggang Airport
chapecãƒâ³,XAP,Serafin Enoss Bertaso Airport
birjand,XBJ,Birjand Airport
christmas island,XCH,Christmas Island Airport
vatry,XCR,ChÃƒÂ¢lons-Vatry Airport
charleville-mãƒâ©ziãƒâ¨res,XCZ,Charleville-MÃƒÂ©ziÃƒÂ¨res Airport
hamburg,XFW,Hamburg-Finkenwerder Airport
xangongo,XGN,Xangongo Airport
kangiqsualujjuaq,XGR,Kangiqsualujjuaq (Georges River) Airport
xichang,XIC,Xichang Qingshan Airport
ahmed al jaber ab,XIJ,Ahmed Al Jaber Air Base
xilinhot,XIL,Xilinhot Airport
xi'an,XIY,Xi'an Xianyang International Airport
ar rayyan,XJD,Al Udeid Air Base
mangla,XJM,Mangla Airport
kasabonika,XKS,Kasabonika Airport
lac brochet,XLB,Lac Brochet Airport
saint louis,XLS,Saint Louis Airport
maubeuge/ãƒâ‰lesmes,XME,Maubeuge-ÃƒÂ‰lesmes Airport
xiamen,XMN,Xiamen Gaoqi International Airport
macas,XMS,Coronel E Carvajal Airport
fayetteville/springdale/rogers,XNA,Northwest Arkansas Regional Airport
nasiriyah,XNH,Ali Air Base
xining,XNN,Xining Caojiabu Airport
orange/caritat,XOG,Orange-Caritat (BA 115) Air Base
pukatawagan,XPK,Pukatawagan Airport
